taxonomy	UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Candidatus Methylopumilus turicensis	2	1	0	0	0	0	60	50	3	0	0	0	1	1	12	7	0	0	1	0	32	25	21	19	0	0	8	2	10	6	0	0	0	2	1	0	2	1	0	1
Methylomonas clara	1	0	1	0	0	0	21	31	3	2	0	1	2	3	12	9	0	0	0	0	12	3	1	1	2	0	2	7	2	6	0	0	1	0	0	1	1	1	0	1
Nitrosomonas europaea	1	0	0	0	4	4	62	47	1	1	1	0	0	2	14	6	0	1	1	0	32	20	13	15	0	3	2	8	4	3	0	0	0	0	0	1	0	0	0	0
Nitrosomonas eutropha	1	0	1	2	20	17	3	5	9	16	0	0	12	21	7	7	0	0	0	0	20	10	27	14	1	1	5	11	0	3	0	0	2	0	0	1	0	1	1	0
Nitrosomonas ureae	1	1	5	1	1	1	54	64	10	6	0	0	0	2	20	16	1	2	3	2	24	47	20	21	0	1	19	26	6	17	0	1	0	0	2	0	0	1	0	0
Nitrosomonas sp. AL212	1	0	2	1	1	0	217	177	1	1	0	0	4	3	11	7	0	0	0	0	3	12	22	6	0	1	13	3	2	3	1	0	0	0	2	0	0	2	0	0
Nitrosomonas sp. Is79A3	1	2	2	3	1	1	11	9	0	3	0	3	0	0	34	29	0	0	1	1	32	36	37	17	0	0	17	12	8	7	0	1	1	1	1	3	0	1	1	1
Nitrosospira briensis	1	0	2	1	32	26	146	166	2	0	0	2	9	12	14	15	0	0	2	2	32	35	31	34	0	0	28	30	11	7	0	0	1	1	0	0	1	0	0	0
Thiobacillus denitrificans	5	0	1	4	9	9	58	76	3	1	0	0	3	1	83	74	2	0	0	0	127	140	135	129	0	0	68	50	40	29	2	0	0	1	1	1	0	0	0	0
Ferriphaselus amnicola	3	1	0	0	12	11	7	6	0	2	0	0	7	8	33	24	0	0	0	0	49	37	37	37	0	1	24	16	17	11	0	1	0	2	1	0	0	0	0	0
Sterolibacteriaceae bacterium M52	2	1	0	0	2	1	40	42	1	1	4	0	11	6	388	402	0	0	0	0	532	535	468	444	2	0	287	262	126	112	0	0	0	1	0	2	0	0	0	0
Methyloversatilis sp. RAC08	1	1	2	0	0	7	19	15	0	4	0	0	17	14	100	97	0	0	0	0	190	104	110	130	0	0	47	51	49	58	0	0	2	0	0	1	0	0	0	0
Thauera sp. MZ1T	6	1	4	3	4	4	86	64	5	11	1	2	9	3	247	181	1	2	0	0	374	304	261	249	2	1	151	135	86	85	1	0	0	1	1	1	0	1	0	0
Thauera humireducens	2	0	0	2	1	2	34	55	2	3	1	0	3	9	169	140	0	0	1	0	224	237	203	222	1	4	104	111	83	56	0	0	0	0	0	0	1	0	0	0
Thauera sp. K11	2	4	15	3	1	1	163	133	2	2	1	0	4	2	195	175	0	1	0	2	243	228	294	214	1	0	130	113	56	67	0	1	0	1	2	1	0	0	0	0
Thauera chlorobenzoica	1	0	4	1	2	0	27	20	5	13	1	2	7	0	146	144	0	0	0	0	218	185	180	190	0	0	108	102	57	59	0	1	0	0	0	0	0	0	0	0
Thauera hydrothermalis	1	0	2	0	36	19	0	0	0	0	0	0	2	0	165	141	0	0	0	0	186	178	186	235	0	0	83	75	42	60	0	0	0	0	0	1	0	0	0	0
Azoarcus communis	2	1	1	5	3	5	73	68	28	23	1	1	6	14	263	267	0	0	0	2	355	365	348	347	1	2	146	170	104	78	0	0	1	3	0	0	1	0	0	0
Azoarcus sp. DN11	2	0	1	6	19	8	216	167	10	5	0	0	24	23	249	238	0	1	1	0	287	283	230	285	0	0	158	125	58	68	0	0	0	0	0	0	1	0	1	0
Azoarcus sp. CIB	1	0	2	1	6	7	332	296	5	3	0	0	5	10	224	203	0	1	1	0	298	271	214	202	2	2	128	96	65	68	0	1	0	4	0	0	0	0	1	1
Dechloromonas aromatica	3	2	1	5	22	20	14	13	5	5	1	0	15	16	65	65	0	0	0	2	99	80	61	61	2	3	43	36	20	23	0	1	0	3	0	1	0	0	0	0
Dechloromonas sp. HYN0024	1	0	4	6	3	7	95	51	2	2	0	0	7	15	70	48	0	0	0	0	93	100	76	69	1	0	47	37	27	11	0	0	1	0	0	0	0	0	0	1
Azospira oryzae	1	4	3	0	12	22	80	94	6	5	2	0	6	8	257	306	0	4	5	2	255	181	341	355	3	2	96	97	70	96	2	0	4	2	2	2	0	0	0	1
Candidatus Kinetoplastibacterium desouzaii	7	2	1	5	11	12	43	22	6	9	2	1	3	4	8	2	0	0	1	1	10	7	6	9	3	1	13	3	2	3	1	1	2	1	3	2	0	3	1	1
Candidatus Kinetoplastibacterium sorsogonicusi	4	5	3	1	2	4	36	24	0	0	1	3	2	6	5	2	0	1	1	0	4	3	4	1	1	1	0	0	0	0	2	2	1	3	0	7	2	2	4	3
Candidatus Kinetoplastibacterium galatii	1	2	0	1	3	2	7	3	1	0	0	1	1	6	0	2	2	1	0	1	9	1	2	5	3	1	0	0	0	2	0	3	2	1	3	2	0	1	0	2
Candidatus Kinetoplastibacterium oncopeltii	1	2	3	5	1	1	39	27	2	2	0	1	3	5	0	1	1	0	4	1	0	0	2	3	2	1	0	0	0	0	0	0	1	3	4	2	0	0	2	1
Betaproteobacteria bacterium GR16-43	3	2	6	2	2	4	78	105	7	3	0	1	1	5	110	75	0	0	0	0	140	127	90	116	1	1	44	50	36	32	2	1	1	2	0	0	0	1	0	0
Candidatus Accumulibacter phosphatis	1	2	0	3	2	1	87	105	3	4	2	0	4	4	329	296	0	0	0	0	418	381	386	321	0	0	192	179	102	94	0	1	4	5	1	2	0	0	0	0
Candidatus Profftella armatura	1	1	1	1	0	6	1	0	2	0	2	2	0	0	0	6	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	3	0	1	0	3
Bartonella clarridgeiae	109	93	0	0	14	5	150	141	3	3	0	3	1	2	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	2	0	0	0	1	2
Bartonella quintana	19	14	16	23	13	18	29	31	0	0	12	10	32	12	0	0	14	16	25	10	2	7	0	0	12	7	0	0	0	0	20	21	18	18	2	0	0	0	9	25
Bartonella sp. 1-1C	8	5	1	0	0	0	0	2	2	1	3	2	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	1
Bartonella sp. WD16.2	5	2	1	0	1	0	7	4	1	0	0	3	0	0	2	0	0	1	0	0	7	5	3	8	0	2	2	1	4	0	1	4	2	0	1	0	2	0	1	1
Bartonella tribocorum	2	0	2	4	0	0	17	19	4	3	1	3	2	0	0	0	0	1	1	2	0	0	0	2	2	1	0	1	0	5	1	0	0	1	0	2	0	0	1	0
Bartonella sp. OE 1-1	1	0	0	1	1	1	10	18	0	4	1	1	0	1	11	5	0	1	1	0	12	15	11	11	0	1	10	15	4	4	0	2	0	2	1	0	0	0	2	0
Bartonella apis	1	1	5	6	35	41	180	171	26	13	4	2	25	22	13	14	2	0	1	1	6	9	13	7	0	0	8	13	4	5	1	3	1	4	2	5	1	0	1	1
Bartonella ancashensis	1	1	2	3	5	6	31	22	1	0	2	0	0	2	3	4	0	0	5	3	18	23	18	12	4	4	14	6	11	6	2	1	5	6	3	4	1	4	5	1
Bartonella australis	1	2	0	1	0	0	18	7	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	2	0	1	1	0
Bartonella schoenbuchensis	1	3	5	15	0	0	3	9	1	0	0	1	2	3	2	0	1	0	1	0	0	9	2	5	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	2
Bartonella bovis	1	3	4	1	0	0	53	58	4	7	0	0	6	2	1	2	0	1	1	2	7	3	6	5	0	1	6	4	2	1	1	1	1	1	0	0	0	0	0	0
Bartonella birtlesii	1	1	1	2	5	5	98	67	2	5	1	0	0	3	0	5	0	1	2	0	6	7	4	8	0	0	3	4	1	2	0	2	1	0	3	3	1	1	0	0
Bartonella grahamii	1	1	3	4	1	1	75	84	1	2	1	1	7	5	3	2	1	0	0	3	8	11	3	2	2	1	2	3	6	0	0	2	2	0	0	6	0	2	1	2
Bartonella elizabethae	1	1	0	0	0	0	0	3	2	1	0	1	3	2	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	1	0	0	1	1	0	0	0	0
Rhizobium leguminosarum	5	6	20	24	13	20	520	533	22	21	1	3	22	26	119	143	6	0	1	1	211	217	225	196	0	4	118	76	70	52	1	0	2	2	6	3	0	1	1	2
Rhizobium etli	2	5	5	2	20	11	138	123	2	2	1	0	17	6	48	48	1	1	0	0	108	94	94	95	1	1	69	40	16	25	0	1	0	5	0	2	0	1	1	1
Rhizobium phaseoli	1	1	5	4	13	19	169	168	1	4	0	0	3	0	48	36	0	0	0	1	61	49	52	53	0	1	23	21	14	10	3	1	0	0	0	0	0	0	1	0
Rhizobium sp. TAL182	1	3	0	0	0	1	2	1	0	0	0	0	0	0	8	8	0	0	0	0	2	3	3	3	0	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. CIAT894	1	0	0	0	7	8	162	167	0	2	1	0	3	5	13	14	0	0	0	0	11	19	14	18	0	1	4	5	2	1	0	0	3	0	1	0	0	0	0	0
Rhizobium sp. NXC14	1	1	5	3	2	0	11	7	1	0	0	0	0	2	28	29	0	0	0	0	29	25	46	32	0	0	6	3	6	6	0	0	0	1	0	1	0	0	0	0
Agrobacterium tumefaciens	4	10	17	11	95	93	1003	968	9	23	3	4	41	49	294	280	0	2	5	6	446	388	422	387	0	4	131	134	104	96	2	8	3	7	4	3	3	0	1	0
Agrobacterium vitis	1	1	6	1	5	9	422	401	4	8	0	0	1	4	19	16	0	0	1	0	48	33	24	30	0	0	14	14	2	6	0	0	0	0	1	0	0	1	0	1
Agrobacterium sp. RAC06	1	0	1	0	16	8	11	9	2	0	0	1	0	0	37	28	0	1	0	0	45	48	36	60	0	0	23	29	11	10	0	1	1	2	2	1	1	0	0	0
Neorhizobium sp. SOG26	2	0	0	4	6	7	77	66	8	9	3	2	4	1	49	51	1	3	2	0	49	37	62	51	2	0	8	22	6	3	0	2	0	4	2	1	0	1	1	3
Neorhizobium galegae	1	0	1	1	1	1	89	107	14	11	0	0	11	5	70	57	0	1	0	0	77	80	99	86	0	0	34	23	9	17	0	0	0	1	3	2	1	0	0	0
Candidatus Liberibacter americanus	9	5	7	9	4	3	48	59	10	7	4	10	4	8	3	2	4	13	5	5	1	4	4	3	2	3	3	2	1	4	4	2	0	7	13	14	4	1	8	1
Liberibacter crescens	4	1	2	5	3	1	21	22	0	2	1	1	1	0	0	0	0	1	0	2	0	0	0	0	1	3	0	0	0	0	0	1	0	2	0	4	0	2	3	2
Candidatus Liberibacter africanus	2	1	2	3	1	2	7	0	1	3	1	1	0	3	0	0	0	1	2	1	1	1	1	1	1	1	0	0	0	0	0	4	1	0	0	0	0	1	1	4
Candidatus Liberibacter asiaticus	2	4	0	0	0	0	17	32	3	5	0	0	6	8	8	5	0	1	0	1	1	4	2	4	0	1	1	0	4	2	1	0	0	3	2	2	0	2	0	0
Candidatus Liberibacter solanacearum	1	3	0	6	4	4	15	14	0	2	4	0	0	1	0	3	1	1	0	1	7	9	2	3	0	0	0	4	2	1	1	0	2	1	4	1	1	0	1	0
Sinorhizobium meliloti	2	1	3	10	35	27	328	307	7	2	0	0	5	5	94	125	1	1	1	1	118	90	100	111	0	0	34	42	35	16	0	1	0	1	3	2	1	0	1	1
Sinorhizobium fredii	2	0	10	11	12	4	603	598	9	8	1	0	14	19	90	103	2	1	1	2	188	147	149	173	0	1	92	71	44	57	3	5	3	2	6	4	1	1	1	1
Sinorhizobium medicae	1	0	5	3	9	6	311	304	4	8	0	0	8	3	32	43	0	1	1	0	56	53	45	37	1	0	18	16	12	16	0	0	0	0	0	0	0	0	0	0
Ensifer adhaerens	3	4	7	7	10	8	184	180	11	9	1	1	23	16	84	107	0	0	1	2	125	146	124	114	1	1	75	60	32	35	4	2	1	1	2	2	0	0	0	0
Shinella sp. HZN7	3	1	8	0	4	3	174	156	5	11	0	0	2	2	50	51	0	0	0	1	50	86	87	100	0	0	28	20	19	15	1	0	1	1	3	3	0	0	0	0
Methylobacterium phyllosphaerae	6	4	0	0	0	0	2	3	0	0	1	1	0	0	108	108	0	0	1	0	155	154	177	120	2	0	62	53	15	28	0	0	0	0	0	1	0	0	2	1
Methylobacterium nodulans	5	1	0	3	24	25	87	90	1	2	1	1	10	10	121	129	1	2	0	1	138	122	220	209	1	3	54	56	41	39	0	1	2	0	0	6	1	0	0	0
Methylobacterium aquaticum	3	6	3	14	4	2	11	15	7	8	0	4	5	2	94	98	0	0	1	0	113	122	180	196	0	0	65	59	35	50	0	1	0	2	0	2	1	0	0	2
Methylobacterium sp. 17Sr1-43	3	3	3	3	3	2	148	153	3	2	0	1	8	8	248	206	0	1	1	1	288	290	664	618	0	1	129	110	88	72	1	0	2	1	2	1	2	1	0	1
Methylobacterium sp. 4-46	2	2	3	4	12	11	112	112	6	3	1	2	24	30	101	118	0	0	0	2	121	122	216	221	2	2	45	54	22	40	0	2	3	2	75	61	1	1	1	0
Methylobacterium sp. C1	2	0	3	2	3	0	190	154	1	0	0	0	0	0	81	69	0	0	0	0	124	101	104	111	0	0	52	26	24	16	1	0	0	0	2	2	1	0	0	0
Methylobacterium currus	2	1	4	8	30	18	99	115	12	1	0	2	3	10	156	151	2	4	1	0	180	166	228	208	1	1	85	78	51	39	2	2	4	4	1	2	2	3	1	1
Methylobacterium oryzae	1	0	0	0	0	0	2	1	0	0	0	0	0	0	30	26	0	0	0	0	35	30	26	38	0	0	4	11	3	6	0	0	0	0	0	0	0	0	0	0
Methylobacterium sp. XJLW	1	0	1	0	0	0	45	43	0	0	0	0	0	0	35	32	0	0	0	0	60	29	44	40	0	0	15	20	4	15	0	0	0	0	1	0	0	0	0	0
Methylobacterium sp. 17SD2-17	1	0	3	6	7	6	15	12	1	3	2	0	1	4	168	143	0	0	0	4	229	235	402	318	0	1	85	65	90	63	1	0	0	0	1	1	0	1	1	2
Methylobacterium sp. 17Sr1-1	1	0	4	0	1	1	286	302	4	2	0	0	2	2	95	83	1	1	1	0	126	108	200	154	1	0	47	30	32	19	1	1	1	0	2	2	3	0	0	0
Methylobacterium sp. 17Sr1-28	1	0	5	8	5	5	117	67	6	3	4	0	1	5	51	60	0	1	1	0	109	102	154	157	0	1	36	37	49	44	2	2	2	3	3	3	0	2	0	0
Methylorubrum extorquens	9	2	8	5	16	6	185	183	3	3	1	3	1	2	191	153	1	2	3	0	291	286	303	262	1	1	104	97	72	54	0	2	4	2	0	3	1	0	1	2
Methylorubrum populi	1	0	2	3	7	8	76	69	5	3	0	1	12	15	262	297	2	0	0	4	484	544	485	470	1	3	143	137	111	116	1	0	9	7	2	1	2	0	1	1
Microvirga sp. 17 mud 1-3	3	0	1	2	1	1	113	84	0	1	0	0	2	0	31	33	0	1	0	0	61	47	96	108	0	1	22	20	16	12	0	1	0	0	0	0	1	0	0	1
Bradyrhizobium sp. BTAi1	6	6	4	2	0	1	60	28	7	1	0	0	11	5	471	466	0	1	0	0	603	628	467	457	0	0	203	193	125	127	0	2	0	0	3	1	0	0	0	1
Bradyrhizobium lablabi	4	2	3	5	2	5	334	287	6	5	0	0	7	13	248	222	0	0	2	2	308	339	219	220	0	2	90	103	87	71	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium guangdongense	3	2	2	4	8	6	163	166	3	4	0	0	2	5	342	284	1	0	0	0	414	417	382	338	0	0	127	146	104	100	0	3	0	0	1	2	1	0	0	1
Bradyrhizobium sp. S23321	3	3	0	2	0	1	103	86	0	0	0	0	5	6	372	292	1	0	0	0	373	375	414	330	0	0	115	137	100	71	2	0	0	0	0	3	0	1	0	0
Bradyrhizobium japonicum	3	4	10	13	12	18	213	214	11	7	0	0	20	11	253	257	0	2	0	0	399	391	309	279	1	1	92	128	97	80	1	0	0	1	1	0	1	1	0	0
Bradyrhizobium sp.	2	0	3	2	2	1	87	78	24	14	0	0	2	0	136	130	2	1	0	0	171	161	142	169	0	0	57	61	36	55	0	1	0	1	4	0	0	0	0	0
Bradyrhizobium erythrophlei	2	7	9	24	25	17	340	291	22	9	1	2	11	8	568	614	0	1	1	2	921	795	576	515	3	1	272	281	205	173	8	2	2	6	4	1	1	1	2	4
Bradyrhizobium oligotrophicum	2	2	2	5	9	9	3	5	1	1	1	0	1	2	162	148	0	0	1	0	260	207	144	183	0	0	75	96	46	46	1	0	1	1	0	0	0	0	0	0
Bradyrhizobium sp. ORS 3257	1	1	9	2	2	4	75	69	3	5	1	0	11	13	282	287	1	0	0	0	399	340	266	259	0	0	134	130	88	105	4	4	0	2	1	1	1	1	0	0
Bradyrhizobium sp. ORS 278	1	2	1	1	12	18	40	31	0	0	1	1	0	3	156	136	0	0	1	0	228	179	174	153	0	0	54	53	46	37	2	2	0	0	3	0	0	0	0	0
Bradyrhizobium sp. 2 39S1MB	1	0	2	5	2	0	118	128	0	0	0	0	3	1	176	208	1	0	0	0	233	202	193	196	0	0	60	60	52	35	1	5	0	0	1	2	1	2	1	0
Bradyrhizobium icense	1	1	2	3	40	30	73	75	2	1	0	0	7	11	563	574	0	0	0	0	858	920	331	335	0	1	273	236	215	137	4	2	1	0	1	0	0	1	0	0
Bradyrhizobium sp. CCBAU 51670	1	2	0	1	3	1	123	121	4	6	0	0	15	12	360	402	0	2	0	0	474	456	458	446	0	0	151	109	113	78	3	6	0	2	1	1	0	1	0	0
Bradyrhizobium sp. CCBAU 51778	1	2	4	2	3	0	76	89	6	1	0	0	3	4	245	286	0	0	2	0	297	307	279	292	0	1	102	84	63	52	1	2	0	0	2	0	0	0	2	0
Bosea sp. RAC05	2	5	4	8	5	10	283	268	0	0	1	0	4	4	105	76	1	0	0	1	111	114	153	150	0	0	37	47	35	32	0	0	0	1	0	2	1	0	3	1
Bosea sp. Tri-49	2	1	5	4	40	21	201	146	6	1	0	0	12	4	112	73	0	0	0	0	140	147	179	166	1	0	47	42	29	34	1	2	0	0	0	1	1	0	0	2
Bosea sp. AS-1	2	0	5	2	3	1	56	67	5	6	0	1	0	0	86	70	1	0	1	5	98	136	144	106	1	0	44	53	34	33	0	0	6	2	1	0	0	0	0	0
Bosea vaviloviae	1	1	6	0	1	2	78	66	2	0	0	0	0	0	67	66	0	0	0	2	108	119	95	106	0	3	61	49	30	27	2	0	2	0	0	0	0	0	0	0
Bosea sp. PAMC 26642	1	4	2	1	1	1	323	285	1	1	1	0	0	0	38	66	0	0	0	0	63	74	96	90	0	0	27	18	18	23	0	0	4	0	1	1	0	1	0	0
Rhodopseudomonas palustris	3	10	48	50	113	100	903	834	19	15	1	3	39	42	912	806	2	4	4	5	1130	1051	958	1023	0	4	412	384	292	256	5	5	14	3	5	5	2	8	1	2
Bradyrhizobiaceae bacterium SG-6C	3	1	4	4	1	0	59	28	5	8	0	0	1	1	430	348	0	0	0	1	528	535	316	336	0	0	141	141	98	109	0	2	0	0	1	0	0	1	0	0
Afipia sp. GAS231	1	1	2	2	1	2	20	22	13	36	0	0	5	13	223	192	0	0	1	2	314	313	206	178	1	1	76	97	63	42	2	2	0	0	1	1	0	0	1	1
Variibacter gotjawalensis	1	0	6	5	0	4	97	82	0	1	0	0	0	0	31	37	1	2	0	0	56	48	48	59	0	0	26	21	24	13	0	0	0	0	1	1	0	0	0	1
Rhodoplanes sp. Z2-YC6860	8	5	2	1	7	16	76	52	0	0	0	0	1	1	236	197	0	0	2	0	427	410	127	139	0	1	81	90	86	81	1	0	0	1	0	1	0	1	0	1
Hyphomicrobium denitrificans	4	3	3	2	10	10	149	153	1	4	1	1	2	3	61	69	1	0	2	0	118	134	74	113	1	0	38	37	22	31	0	0	0	0	2	5	0	1	0	0
Hyphomicrobium sp. MC1	1	1	4	2	1	2	23	30	2	0	0	0	0	0	69	39	0	0	0	0	95	88	49	50	0	0	27	18	13	22	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium nitrativorans	1	0	2	7	0	2	104	83	6	6	0	0	1	0	20	20	0	0	0	2	53	42	26	42	1	0	11	9	7	10	1	2	0	0	0	2	1	0	0	1
Blastochloris viridis	4	2	4	3	10	8	140	161	4	3	0	0	9	21	53	61	0	0	1	0	64	74	99	66	1	0	16	30	22	32	0	0	0	1	0	1	0	0	2	1
Blastochloris sp. GI	2	0	1	2	2	2	134	108	0	0	1	0	1	7	53	63	1	1	0	0	51	68	96	87	0	0	21	26	29	24	0	1	0	1	3	2	0	0	0	0
Rhodomicrobium vannielii	4	0	3	0	9	10	180	180	2	5	1	0	1	4	39	23	0	0	0	0	39	42	48	46	1	2	10	17	14	22	1	0	3	1	0	0	1	0	0	0
Devosia sp. H5989	2	1	4	1	2	4	150	174	2	4	0	0	7	1	112	73	0	1	0	0	123	134	144	145	1	0	58	50	35	43	2	0	0	0	1	0	0	0	1	0
Devosia sp. I507	1	0	3	3	46	42	97	80	5	4	0	0	7	0	21	51	0	0	0	2	46	49	37	42	0	0	21	18	15	11	0	1	1	0	0	0	0	0	0	0
Maritalea myrionectae	1	1	1	3	3	5	54	42	4	1	0	0	6	2	2	0	0	0	0	0	15	13	4	5	0	1	4	0	3	0	0	0	0	0	0	1	0	0	0	0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2	2	3	3	7	2	114	110	4	3	3	0	1	0	62	37	0	0	0	0	78	59	67	52	2	0	33	17	8	22	0	0	0	0	1	0	0	1	1	0
Mesorhizobium ciceri	1	1	5	2	22	11	106	102	3	3	0	0	10	22	41	49	0	0	0	1	49	46	70	62	1	2	22	30	14	11	0	1	1	0	0	0	0	0	0	1
Mesorhizobium amorphae	1	1	8	3	3	2	85	75	6	5	0	0	7	11	39	36	0	0	0	1	51	63	35	23	0	0	15	18	5	9	3	0	0	0	0	1	0	0	1	2
Mesorhizobium sp. WSM1497	1	1	1	1	0	0	2	0	5	1	0	0	0	0	0	4	0	0	0	0	2	0	3	12	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
Mesorhizobium sp. DCY119	1	0	3	6	0	0	12	11	1	3	0	0	6	7	30	25	0	0	0	0	70	37	64	36	0	1	37	27	18	18	1	0	0	0	0	3	0	0	0	0
Mesorhizobium loti	1	0	3	4	0	1	55	62	2	1	0	0	9	3	25	28	0	1	0	1	54	83	54	71	0	2	27	34	29	12	1	1	0	0	0	0	0	0	0	0
Phyllobacterium zundukense	2	1	1	2	8	5	85	91	10	6	1	0	2	0	25	28	0	0	0	0	51	45	44	60	0	0	21	14	20	18	1	1	0	0	0	0	0	1	0	1
Aminobacter aminovorans	2	4	6	3	0	3	82	93	2	2	0	1	8	16	34	40	1	1	0	0	67	72	41	49	0	0	22	20	13	19	0	0	0	2	0	0	0	0	4	0
Nitratireductor basaltis	1	1	2	0	2	2	76	51	0	1	0	0	2	7	14	17	0	0	0	1	14	12	18	8	0	0	13	3	1	2	0	1	0	0	0	0	0	1	0	0
Nitratireductor sp. OM-1	1	0	1	0	4	5	66	53	4	2	0	0	20	27	23	15	0	0	1	1	56	29	42	72	0	1	17	17	21	11	0	0	0	0	1	0	0	0	1	0
Hoeflea phototrophica	1	0	0	0	32	37	723	642	6	6	0	0	1	1	47	32	0	1	0	0	47	63	35	45	0	1	14	30	13	16	0	0	1	0	2	1	0	0	0	1
Hoeflea sp. IMCC20628	1	1	1	4	50	39	576	563	0	0	0	0	1	0	37	34	0	0	1	4	48	66	24	21	0	0	13	16	29	12	0	0	0	0	0	0	0	0	0	1
Roseitalea porphyridii	2	1	9	2	4	8	169	180	2	5	0	0	1	1	44	46	0	0	0	0	54	39	74	58	1	3	27	13	21	13	0	1	1	0	0	1	0	0	1	0
Chelatococcus daeguensis	6	3	2	8	2	3	125	94	2	5	3	1	8	3	42	19	12	7	8	2	59	65	53	58	6	4	18	22	17	6	2	6	4	8	8	10	4	4	9	2
Chelatococcus sp. CO-6	1	2	0	8	0	1	28	27	1	0	1	0	0	2	46	48	1	1	1	0	81	89	80	82	2	0	18	31	13	20	1	2	1	1	0	1	0	1	2	1
Anderseniella sp. Alg231-50	3	0	1	0	5	6	49	48	4	4	0	0	3	3	4	9	1	0	0	0	12	11	13	3	0	0	3	4	3	3	0	0	0	1	0	0	0	0	1	0
Parvibaculum lavamentivorans	2	2	4	4	7	5	184	206	5	16	0	0	15	13	34	36	2	0	2	1	38	59	37	45	1	2	7	15	10	19	0	0	2	2	1	0	0	0	0	0
Candidatus Phaeomarinobacter ectocarpi	1	0	6	1	0	0	139	106	3	6	0	0	3	0	16	10	0	1	1	0	23	13	22	13	1	0	11	9	11	6	0	0	1	0	1	0	0	0	0	0
Methylocystis rosea	1	0	0	0	1	7	16	14	0	4	0	0	0	1	22	39	0	0	0	1	59	49	73	40	0	0	10	36	16	13	0	1	0	0	2	0	0	0	2	0
Methylocystis sp. SC2	1	0	4	9	4	0	45	49	5	7	0	1	3	9	19	21	0	0	0	0	40	33	32	33	0	0	6	4	8	7	1	0	0	0	0	1	1	0	0	0
Methylosinus trichosporium	1	0	2	1	3	5	39	43	1	1	0	0	2	1	60	55	1	1	2	0	96	81	63	70	0	0	28	8	21	18	0	1	1	0	3	0	0	0	0	1
Terasakiella sp. SH-1	1	0	1	3	10	9	9	7	0	2	0	0	10	20	10	3	0	0	1	1	10	2	5	9	1	0	0	2	9	4	2	0	1	0	1	1	0	1	0	0
Pleomorphomonas sp. SM30	1	1	3	7	12	13	155	120	6	5	1	0	6	3	65	82	1	0	1	1	118	87	122	138	0	1	41	42	28	37	0	1	0	0	2	1	0	0	1	0
Azorhizobium caulinodans	2	1	1	1	0	1	30	42	4	0	1	0	4	5	85	42	0	0	1	2	94	79	80	78	0	0	35	44	16	11	1	0	0	1	1	0	0	0	0	0
Xanthobacter autotrophicus	1	3	6	2	5	2	118	132	2	7	1	0	7	1	95	96	2	0	0	2	114	101	137	110	0	4	55	41	22	39	0	3	0	1	4	2	0	1	1	0
Starkeya novella	1	4	7	12	1	1	170	159	8	11	1	0	3	2	59	57	0	0	2	2	74	69	79	81	0	1	25	17	19	24	0	0	0	0	2	1	0	0	0	0
Pseudolabrys taiwanensis	1	1	5	2	30	33	69	70	2	5	1	1	0	3	73	81	4	3	1	0	163	141	118	117	0	1	45	30	25	46	1	0	1	1	0	0	0	0	0	0
Aureimonas sp. AU20	2	1	0	5	9	7	54	42	4	6	0	0	17	5	43	30	1	1	2	0	71	59	90	99	0	0	26	15	18	18	4	0	4	0	1	2	1	1	0	1
